Launch_ID,City,Store_ID,Planned_Launch_Date,Owner,Onboarding_Status,Tech_Setup_Status,Testing_Status,Inventory_Readiness,Staffing_Readiness,SOP_Checklist,Expected_Daily_Orders,Planned_Capacity,Readiness_%,Capacity_Utilization_%,Primary_Blocker,Launch_Status,Days_to_or_Past_Launch
LCH10588,Delhi NCR,ST718,2025-11-02,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1124,622,100,180.7,Capacity,Go-Live Ready,-261
LCH10589,Chennai,ST875,2025-04-08,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,175,767,83,22.8,Testing,Delayed,-469
LCH10590,Ahmedabad,ST396,2025-12-01,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,1537,1384,83,111.1,Inventory,Delayed,-232
LCH10591,Jaipur,ST682,2026-03-11,Ops-E,Pending,Complete,Passed,Ready,Pending,Pending,750,1442,50,52.0,Onboarding,Delayed,-132
LCH10592,Pune,ST570,2026-03-23,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1265,386,83,327.7,Staffing,Delayed,-120
LCH10593,Mumbai,ST606,2025-11-04,Ops-B,Complete,Pending,Passed,Ready,Pending,Complete,694,379,67,183.1,Tech Setup,Delayed,-259
LCH10594,Ahmedabad,ST293,2025-09-06,Ops-E,Complete,Complete,Pending,Ready,Ready,Complete,1411,527,83,267.7,Testing,Delayed,-318
LCH10595,Hyderabad,ST168,2025-06-15,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,167,782,83,21.4,Staffing,Delayed,-401
LCH10596,Mumbai,ST594,2026-04-26,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1447,922,100,156.9,Capacity,Go-Live Ready,-86
LCH10597,Hyderabad,ST917,2025-12-01,Ops-C,Complete,Complete,Failed,Ready,Ready,Complete,1083,1247,83,86.8,Testing,Delayed,-232
LCH10598,Kochi,ST152,2026-06-26,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,438,784,83,55.9,Testing,Delayed,-25
LCH10599,Hyderabad,ST982,2025-04-16,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,1200,1139,83,105.4,Staffing,Delayed,-461
LCH10600,Hyderabad,ST463,2025-03-22,Ops-A,Complete,Complete,Pending,Ready,Ready,Pending,966,324,67,298.1,Testing,Delayed,-486
LCH10601,Kolkata,ST897,2025-05-13,Ops-D,Complete,Complete,Passed,Pending,Ready,Complete,257,1078,83,23.8,Inventory,Delayed,-434
LCH10602,Kolkata,ST574,2025-05-18,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1122,1230,100,91.2,None,Go-Live Ready,-429
LCH10603,Kolkata,ST946,2025-07-03,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1097,1094,100,100.3,Capacity,Go-Live Ready,-383
LCH10604,Kochi,ST621,2026-02-05,Ops-A,Complete,Complete,Pending,Ready,Ready,Pending,887,1052,67,84.3,Testing,Delayed,-166
LCH10605,Ahmedabad,ST863,2025-11-26,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,473,1400,100,33.8,None,Go-Live Ready,-237
LCH10606,Mumbai,ST531,2026-05-23,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1016,725,100,140.1,Capacity,Go-Live Ready,-59
LCH10607,Mumbai,ST944,2025-03-10,Ops-C,Pending,Complete,Passed,Ready,Ready,Complete,884,1390,83,63.6,Onboarding,Delayed,-498
LCH10608,Pune,ST398,2026-06-30,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,942,959,100,98.2,None,Go-Live Ready,-21
LCH10609,Kolkata,ST535,2025-02-22,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1277,984,100,129.8,Capacity,Go-Live Ready,-514
LCH10610,Kochi,ST796,2026-03-26,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,1505,846,83,177.9,Staffing,Delayed,-117
LCH10611,Pune,ST791,2025-07-24,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,1535,1400,83,109.6,Testing,Delayed,-362
LCH10612,Chennai,ST298,2025-05-06,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,438,1215,100,36.0,None,Go-Live Ready,-441
LCH10613,Pune,ST228,2025-02-12,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1210,354,100,341.8,Capacity,Go-Live Ready,-524
LCH10614,Ahmedabad,ST632,2025-04-21,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,1521,613,83,248.1,Onboarding,Delayed,-456
LCH10615,Jaipur,ST511,2025-07-02,Ops-C,Complete,Complete,Failed,Ready,Ready,Complete,1041,519,83,200.6,Testing,Delayed,-384
LCH10616,Hyderabad,ST940,2025-04-05,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,192,348,83,55.2,Tech Setup,Delayed,-472
LCH10617,Kolkata,ST165,2026-01-09,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1299,762,100,170.5,Capacity,Go-Live Ready,-193
LCH10618,Jaipur,ST794,2026-06-04,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,158,417,83,37.9,Testing,Delayed,-47
LCH10619,Pune,ST341,2025-12-26,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1304,381,100,342.3,Capacity,Go-Live Ready,-207
LCH10620,Kochi,ST469,2025-10-08,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1498,795,100,188.4,Capacity,Go-Live Ready,-286
LCH10621,Hyderabad,ST636,2025-07-14,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,333,933,100,35.7,None,Go-Live Ready,-372
LCH10622,Mumbai,ST484,2025-07-14,Ops-D,Complete,Complete,Pending,Ready,Pending,Complete,1455,1136,67,128.1,Testing,Delayed,-372
LCH10623,Bengaluru,ST531,2025-04-03,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1044,901,100,115.9,Capacity,Go-Live Ready,-474
LCH10624,Hyderabad,ST183,2025-03-02,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1226,1069,100,114.7,Capacity,Go-Live Ready,-506
LCH10625,Ahmedabad,ST931,2025-02-20,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,1019,972,83,104.8,Testing,Delayed,-516
LCH10626,Ahmedabad,ST797,2026-02-07,Ops-C,Complete,Complete,Passed,Ready,Ready,Pending,682,475,83,143.6,SOP,Delayed,-164
LCH10627,Pune,ST928,2025-01-05,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1550,1104,83,140.4,Tech Setup,Delayed,-562
LCH10628,Chennai,ST711,2026-04-11,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1468,1412,100,104.0,Capacity,Go-Live Ready,-101
LCH10629,Ahmedabad,ST674,2026-06-18,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,1381,938,83,147.2,Tech Setup,Delayed,-33
LCH10630,Ahmedabad,ST386,2026-02-09,Ops-C,Complete,Complete,Passed,Pending,Ready,Pending,1149,596,67,192.8,Inventory,Delayed,-162
LCH10631,Kochi,ST634,2026-05-28,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,812,774,83,104.9,SOP,Delayed,-54
LCH10632,Pune,ST559,2025-08-21,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,1103,835,83,132.1,Testing,Delayed,-334
LCH10633,Hyderabad,ST312,2026-06-08,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,218,1360,100,16.0,None,Go-Live Ready,-43
LCH10634,Chennai,ST226,2025-12-12,Ops-C,Pending,Complete,Passed,Ready,Ready,Complete,450,324,83,138.9,Onboarding,Delayed,-221
LCH10635,Jaipur,ST513,2025-02-15,Ops-D,Complete,Complete,Passed,Ready,Ready,Pending,176,648,83,27.2,SOP,Delayed,-521
LCH10636,Bengaluru,ST599,2026-06-30,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1079,936,100,115.3,Capacity,Go-Live Ready,-21
LCH10637,Kolkata,ST525,2025-03-19,Ops-B,Complete,Complete,Passed,Ready,Ready,Pending,803,526,83,152.7,SOP,Delayed,-489
LCH10638,Mumbai,ST654,2025-03-14,Ops-B,Pending,Complete,Failed,Ready,Ready,Complete,702,337,67,208.3,Onboarding,Delayed,-494
LCH10639,Ahmedabad,ST710,2025-09-06,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,255,869,100,29.3,None,Go-Live Ready,-318
LCH10640,Pune,ST643,2025-02-16,Ops-A,Pending,Complete,Failed,Ready,Ready,Complete,735,535,67,137.4,Onboarding,Delayed,-520
LCH10641,Kolkata,ST258,2025-05-01,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,721,413,100,174.6,Capacity,Go-Live Ready,-446
LCH10642,Mumbai,ST212,2025-08-02,Ops-E,Complete,Complete,Passed,Ready,Ready,Pending,959,605,83,158.5,SOP,Delayed,-353
LCH10643,Mumbai,ST502,2025-08-27,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,783,431,100,181.7,Capacity,Go-Live Ready,-328
LCH10644,Jaipur,ST859,2025-02-25,Ops-D,Pending,Pending,Passed,Ready,Ready,Pending,1184,647,50,183.0,Onboarding,Delayed,-511
LCH10645,Jaipur,ST222,2025-12-16,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1080,714,100,151.3,Capacity,Go-Live Ready,-217
LCH10646,Jaipur,ST373,2025-04-17,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,808,1282,100,63.0,None,Go-Live Ready,-460
LCH10647,Delhi NCR,ST394,2025-02-17,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,1389,1031,83,134.7,Testing,Delayed,-519
LCH10648,Delhi NCR,ST498,2025-12-03,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1035,953,100,108.6,Capacity,Go-Live Ready,-230
LCH10649,Mumbai,ST571,2025-01-26,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,470,684,100,68.7,None,Go-Live Ready,-541
LCH10650,Jaipur,ST307,2025-09-14,Ops-E,Complete,Complete,Passed,Ready,Ready,Pending,609,811,83,75.1,SOP,Delayed,-310
LCH10651,Kochi,ST210,2025-01-08,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,728,1366,83,53.3,Tech Setup,Delayed,-559
LCH10652,Ahmedabad,ST540,2025-09-10,Ops-D,Complete,Complete,Passed,Pending,Ready,Complete,1026,1441,83,71.2,Inventory,Delayed,-314
LCH10653,Kolkata,ST378,2025-10-30,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,903,360,100,250.8,Capacity,Go-Live Ready,-264
LCH10654,Kolkata,ST668,2025-02-25,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,309,852,83,36.3,Staffing,Delayed,-511
LCH10655,Delhi NCR,ST987,2026-06-10,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,613,487,100,125.9,Capacity,Go-Live Ready,-41
LCH10656,Mumbai,ST669,2026-04-19,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1147,752,83,152.5,Tech Setup,Delayed,-93
LCH10657,Pune,ST582,2025-01-28,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1446,1146,100,126.2,Capacity,Go-Live Ready,-539
LCH10658,Hyderabad,ST903,2025-03-19,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,390,486,100,80.2,None,Go-Live Ready,-489
LCH10659,Hyderabad,ST214,2025-08-04,Ops-E,Pending,Complete,Pending,Ready,Ready,Complete,1085,1237,67,87.7,Onboarding,Delayed,-351
LCH10660,Delhi NCR,ST993,2026-01-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,1113,463,83,240.4,SOP,Delayed,-181
LCH10661,Pune,ST997,2025-12-31,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,1108,401,83,276.3,Staffing,Delayed,-202
LCH10662,Delhi NCR,ST920,2026-06-10,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,1014,1476,83,68.7,Onboarding,Delayed,-41
LCH10663,Hyderabad,ST953,2025-11-08,Ops-E,Pending,Complete,Passed,Ready,Ready,Complete,1340,990,83,135.4,Onboarding,Delayed,-255
LCH10664,Pune,ST577,2025-01-07,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,799,877,100,91.1,None,Go-Live Ready,-560
LCH10665,Jaipur,ST810,2025-01-03,Ops-E,Complete,Complete,Failed,Ready,Ready,Complete,476,910,83,52.3,Testing,Delayed,-564
LCH10666,Mumbai,ST421,2025-12-29,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,1014,835,83,121.4,Inventory,Delayed,-204
LCH10667,Kolkata,ST279,2026-05-23,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,678,1060,100,64.0,None,Go-Live Ready,-59
LCH10668,Kochi,ST997,2025-10-01,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1446,1195,100,121.0,Capacity,Go-Live Ready,-293
LCH10669,Chennai,ST319,2026-05-21,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1028,1270,100,80.9,None,Go-Live Ready,-61
LCH10670,Mumbai,ST889,2025-01-15,Ops-E,Complete,Complete,Pending,Ready,Ready,Complete,1549,423,83,366.2,Testing,Delayed,-552
LCH10671,Jaipur,ST628,2025-07-11,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1548,967,100,160.1,Capacity,Go-Live Ready,-375
LCH10672,Hyderabad,ST592,2026-04-30,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,483,648,83,74.5,Inventory,Delayed,-82
LCH10673,Jaipur,ST991,2025-01-28,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,1176,548,83,214.6,Onboarding,Delayed,-539
LCH10674,Delhi NCR,ST161,2025-02-08,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,1416,1006,83,140.8,Inventory,Delayed,-528
LCH10675,Pune,ST154,2025-09-30,Ops-C,Pending,Complete,Passed,Ready,Ready,Complete,1224,1012,83,120.9,Onboarding,Delayed,-294
LCH10676,Kolkata,ST780,2025-08-19,Ops-C,Pending,Pending,Pending,Ready,Pending,Complete,1031,1306,33,78.9,Onboarding,Delayed,-336
LCH10677,Ahmedabad,ST638,2025-03-27,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,499,546,100,91.4,None,Go-Live Ready,-481
LCH10678,Delhi NCR,ST948,2026-04-19,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,323,780,100,41.4,None,Go-Live Ready,-93
LCH10679,Mumbai,ST165,2025-05-06,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,265,397,83,66.8,Inventory,Delayed,-441
LCH10680,Delhi NCR,ST712,2026-06-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,510,628,100,81.2,None,Go-Live Ready,-30
LCH10681,Mumbai,ST686,2025-05-25,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1528,1328,100,115.1,Capacity,Go-Live Ready,-422
LCH10682,Ahmedabad,ST804,2026-06-09,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,225,758,100,29.7,None,Go-Live Ready,-42
LCH10683,Bengaluru,ST271,2025-07-31,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,905,1095,83,82.6,Onboarding,Delayed,-355
LCH10684,Kolkata,ST373,2025-01-25,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,1254,892,83,140.6,Inventory,Delayed,-542
LCH10685,Kochi,ST989,2026-01-29,Ops-B,Complete,Pending,Pending,Ready,Ready,Complete,1402,797,67,175.9,Tech Setup,Delayed,-173
LCH10686,Kochi,ST799,2025-03-08,Ops-D,Complete,Complete,Passed,Ready,Ready,Pending,221,386,83,57.3,SOP,Delayed,-500
LCH10687,Chennai,ST635,2025-08-21,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1576,701,100,224.8,Capacity,Go-Live Ready,-334
LCH10688,Jaipur,ST491,2025-04-19,Ops-D,Pending,Complete,Passed,Ready,Ready,Complete,1391,496,83,280.4,Onboarding,Delayed,-458
LCH10689,Bengaluru,ST793,2025-05-26,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,601,1063,100,56.5,None,Go-Live Ready,-421
LCH10690,Kochi,ST427,2025-04-21,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1060,1406,100,75.4,None,Go-Live Ready,-456
LCH10691,Delhi NCR,ST208,2025-08-16,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,516,326,83,158.3,Testing,Delayed,-339
LCH10692,Jaipur,ST947,2025-04-21,Ops-C,Complete,Pending,Passed,Ready,Pending,Complete,975,434,67,224.7,Tech Setup,Delayed,-456
LCH10693,Bengaluru,ST262,2026-04-15,Ops-E,Complete,Complete,Passed,Pending,Pending,Complete,819,1413,67,58.0,Inventory,Delayed,-97
LCH10694,Pune,ST914,2025-02-03,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1485,505,100,294.1,Capacity,Go-Live Ready,-533
LCH10695,Pune,ST552,2026-01-04,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1471,1350,83,109.0,Tech Setup,Delayed,-198
LCH10696,Jaipur,ST306,2026-03-01,Ops-A,Pending,Complete,Passed,Pending,Ready,Complete,1197,902,67,132.7,Onboarding,Delayed,-142
LCH10697,Mumbai,ST690,2026-06-02,Ops-C,Pending,Pending,Pending,Ready,Ready,Complete,259,1391,50,18.6,Onboarding,Delayed,-49
LCH10698,Mumbai,ST116,2025-10-09,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,201,661,83,30.4,Inventory,Delayed,-285
LCH10699,Delhi NCR,ST427,2025-11-16,Ops-E,Complete,Pending,Passed,Pending,Ready,Pending,1463,957,50,152.9,Tech Setup,Delayed,-247
LCH10700,Bengaluru,ST708,2026-03-19,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,616,1386,100,44.4,None,Go-Live Ready,-124
LCH10701,Bengaluru,ST759,2025-11-11,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1432,1271,100,112.7,Capacity,Go-Live Ready,-252
LCH10702,Jaipur,ST102,2026-01-12,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,1497,1279,83,117.0,Tech Setup,Delayed,-190
LCH10703,Hyderabad,ST110,2025-10-16,Ops-D,Complete,Complete,Pending,Ready,Pending,Complete,967,1240,67,78.0,Testing,Delayed,-278
LCH10704,Pune,ST534,2026-03-13,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1511,1207,100,125.2,Capacity,Go-Live Ready,-130
LCH10705,Bengaluru,ST225,2025-10-04,Ops-D,Complete,Complete,Pending,Ready,Pending,Complete,936,545,67,171.7,Testing,Delayed,-290
LCH10706,Jaipur,ST181,2026-05-18,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,705,577,100,122.2,Capacity,Go-Live Ready,-64
LCH10707,Ahmedabad,ST585,2026-05-31,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1078,646,100,166.9,Capacity,Go-Live Ready,-51
LCH10708,Chennai,ST752,2025-12-16,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1595,671,100,237.7,Capacity,Go-Live Ready,-217
LCH10709,Ahmedabad,ST938,2026-03-22,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,408,1108,100,36.8,None,Go-Live Ready,-121
LCH10710,Kolkata,ST250,2025-12-16,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,214,1148,83,18.6,Testing,Delayed,-217
LCH10711,Delhi NCR,ST900,2025-05-17,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,312,422,100,73.9,None,Go-Live Ready,-430
LCH10712,Bengaluru,ST973,2025-08-31,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1337,1380,100,96.9,None,Go-Live Ready,-324
LCH10713,Kolkata,ST440,2026-06-27,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,188,459,100,41.0,None,Go-Live Ready,-24
LCH10714,Kochi,ST229,2025-02-09,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,814,1450,100,56.1,None,Go-Live Ready,-527
LCH10715,Kolkata,ST538,2025-08-17,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,469,1036,83,45.3,Tech Setup,Delayed,-338
LCH10716,Jaipur,ST851,2026-07-02,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,509,817,100,62.3,None,Go-Live Ready,-19
LCH10717,Bengaluru,ST601,2025-08-11,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,418,1234,83,33.9,Staffing,Delayed,-344
LCH10718,Chennai,ST158,2025-01-06,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,473,1045,83,45.3,Tech Setup,Delayed,-561
LCH10719,Jaipur,ST298,2025-11-18,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,475,587,100,80.9,None,Go-Live Ready,-245
LCH10720,Jaipur,ST311,2026-04-13,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,406,719,100,56.5,None,Go-Live Ready,-99
LCH10721,Delhi NCR,ST145,2025-03-16,Ops-A,Complete,Complete,Pending,Ready,Pending,Complete,349,439,67,79.5,Testing,Delayed,-492
LCH10722,Delhi NCR,ST197,2025-01-04,Ops-B,Complete,Pending,Passed,Ready,Ready,Pending,759,1006,67,75.4,Tech Setup,Delayed,-563
LCH10723,Pune,ST379,2025-04-28,Ops-D,Complete,Complete,Pending,Ready,Ready,Pending,1277,997,67,128.1,Testing,Delayed,-449
LCH10724,Pune,ST635,2026-05-19,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1545,1286,100,120.1,Capacity,Go-Live Ready,-63
LCH10725,Mumbai,ST510,2026-03-17,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1054,774,100,136.2,Capacity,Go-Live Ready,-126
LCH10726,Hyderabad,ST561,2025-07-13,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,313,688,83,45.5,Inventory,Delayed,-373
LCH10727,Bengaluru,ST491,2026-01-27,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1286,810,100,158.8,Capacity,Go-Live Ready,-175
LCH10728,Bengaluru,ST947,2025-01-26,Ops-E,Complete,Complete,Pending,Ready,Ready,Pending,764,837,67,91.3,Testing,Delayed,-541
LCH10729,Kolkata,ST144,2026-03-11,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,255,512,100,49.8,None,Go-Live Ready,-132
LCH10730,Bengaluru,ST127,2025-06-22,Ops-C,Pending,Complete,Passed,Ready,Ready,Complete,848,1196,83,70.9,Onboarding,Delayed,-394
LCH10731,Bengaluru,ST894,2025-10-27,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,513,1361,100,37.7,None,Go-Live Ready,-267
LCH10732,Hyderabad,ST197,2025-11-22,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1194,532,100,224.4,Capacity,Go-Live Ready,-241
LCH10733,Kochi,ST648,2026-02-14,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,809,559,100,144.7,Capacity,Go-Live Ready,-157
LCH10734,Pune,ST721,2025-04-28,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,1302,607,83,214.5,Tech Setup,Delayed,-449
LCH10735,Pune,ST667,2025-08-13,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,848,702,83,120.8,Staffing,Delayed,-342
LCH10736,Chennai,ST804,2026-06-16,Ops-E,Complete,Complete,Passed,Ready,Ready,Pending,1372,1296,83,105.9,SOP,Delayed,-35
LCH10737,Bengaluru,ST319,2025-04-23,Ops-C,Complete,Pending,Passed,Pending,Ready,Complete,896,1049,67,85.4,Tech Setup,Delayed,-454
LCH10738,Hyderabad,ST285,2025-05-20,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1110,1429,100,77.7,None,Go-Live Ready,-427
LCH10739,Pune,ST169,2025-01-01,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,1593,603,83,264.2,Staffing,Delayed,-566
LCH10740,Hyderabad,ST929,2025-03-31,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1399,642,100,217.9,Capacity,Go-Live Ready,-477
LCH10741,Ahmedabad,ST230,2025-11-16,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1079,1361,100,79.3,None,Go-Live Ready,-247
LCH10742,Kochi,ST667,2026-07-04,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,358,1154,100,31.0,None,Go-Live Ready,-17
LCH10743,Bengaluru,ST990,2025-05-19,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1418,1369,100,103.6,Capacity,Go-Live Ready,-428
LCH10744,Chennai,ST709,2026-05-26,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1461,555,100,263.2,Capacity,Go-Live Ready,-56
LCH10745,Kolkata,ST948,2025-09-16,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1239,436,100,284.2,Capacity,Go-Live Ready,-308
LCH10746,Pune,ST699,2025-01-10,Ops-D,Pending,Complete,Passed,Ready,Ready,Complete,1326,1117,83,118.7,Onboarding,Delayed,-557
LCH10747,Ahmedabad,ST906,2025-09-18,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,640,1272,100,50.3,None,Go-Live Ready,-306
LCH10748,Hyderabad,ST731,2025-06-21,Ops-B,Complete,Complete,Failed,Ready,Ready,Complete,852,337,83,252.8,Testing,Delayed,-395
LCH10749,Delhi NCR,ST820,2025-01-13,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,1391,1478,83,94.1,Testing,Delayed,-554
LCH10750,Jaipur,ST434,2025-06-17,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,651,404,100,161.1,Capacity,Go-Live Ready,-399
LCH10751,Bengaluru,ST254,2025-11-17,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,815,554,83,147.1,Tech Setup,Delayed,-246
LCH10752,Bengaluru,ST647,2025-11-15,Ops-E,Complete,Complete,Pending,Pending,Ready,Complete,370,787,67,47.0,Testing,Delayed,-248
LCH10753,Ahmedabad,ST179,2025-11-25,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,584,757,100,77.1,None,Go-Live Ready,-238
LCH10754,Hyderabad,ST679,2026-07-04,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,429,827,100,51.9,None,Go-Live Ready,-17
LCH10755,Mumbai,ST955,2026-02-23,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1265,890,100,142.1,Capacity,Go-Live Ready,-148
LCH10756,Bengaluru,ST513,2025-04-05,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,673,824,100,81.7,None,Go-Live Ready,-472
LCH10757,Mumbai,ST646,2025-11-14,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1312,669,100,196.1,Capacity,Go-Live Ready,-249
LCH10758,Delhi NCR,ST709,2025-08-24,Ops-D,Complete,Complete,Failed,Ready,Ready,Complete,816,401,83,203.5,Testing,Delayed,-331
LCH10759,Ahmedabad,ST269,2025-11-30,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1196,1215,100,98.4,None,Go-Live Ready,-233
LCH10760,Hyderabad,ST781,2026-01-11,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,1590,963,83,165.1,Tech Setup,Delayed,-191
LCH10761,Hyderabad,ST763,2026-04-04,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,881,989,100,89.1,None,Go-Live Ready,-108
LCH10762,Kochi,ST683,2025-05-17,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,497,898,100,55.3,None,Go-Live Ready,-430
LCH10763,Jaipur,ST615,2026-07-01,Ops-C,Complete,Complete,Passed,Pending,Ready,Pending,1410,899,67,156.8,Inventory,Delayed,-20
